2018-04-01,1647.0
2018-04-02,2394.0
2018-04-03,1723.0
2018-04-04,3074.0
2018-04-05,4485.0
2018-04-06,4203.07
2018-04-07,2534.0
2018-04-08,2768.0
2018-04-09,3821.0
2018-04-10,2984.0
2018-04-11,2303.0
2018-04-12,2717.0
2018-04-13,3476.0
2018-04-14,4358.02
2018-04-15,3385.04
2018-04-16,4335.0
2018-04-17,3644.0
2018-04-18,2244.0
2018-04-19,2531.0
2018-04-20,3668.01
2018-04-21,4361.03
2018-04-22,3302.0
2018-04-23,2169.0
2018-04-24,3794.0
2018-04-25,4497.13
2018-04-26,4153.02
2018-04-27,3558.0
2018-04-28,5734.01
2018-04-29,4695.0
2018-04-30,6153.0
2018-05-01,4579.0
2018-05-02,3980.0
2018-05-03,5042.0
2018-05-04,3473.0
2018-05-05,6661.01
2018-05-06,2842.0
2018-05-07,3683.0
2018-05-08,2896.01
2018-05-09,3970.0
2018-05-10,3645.0
2018-05-11,6476.01
2018-05-12,8439.0
2018-05-13,5435.0
2018-05-14,5056.1
2018-05-15,4593.02
2018-05-16,4188.01
2018-05-17,4099.0
2018-05-18,7188.01
2018-05-19,8074.0
2018-05-20,9454.01
2018-05-21,5227.01
2018-05-22,4832.0
2018-05-23,3952.01
2018-05-24,4959.0
2018-05-25,8531.1
2018-05-26,6612.0
2018-05-27,6285.0
2018-05-28,5233.0
2018-05-29,7672.0
2018-05-30,4769.02
2018-05-31,4562.05
2018-06-01,9997.0
2018-06-02,8199.0
2018-06-03,8460.0
2018-06-04,6364.0
2018-06-05,4822.01
2018-06-06,6280.01
2018-06-07,7231.0
2018-06-08,7701.0
2018-06-09,11515.0
2018-06-10,6815.0
2018-06-11,6284.0
2018-06-12,6914.01
2018-06-13,7098.0
2018-06-14,7503.0
2018-06-15,8758.0
2018-06-16,9178.0
2018-06-17,10963.0
2018-06-18,9426.0
2018-06-19,7570.0
2018-06-20,6367.02
2018-06-21,7701.0
2018-06-22,7149.0
2018-06-23,10014.0
2018-06-24,7487.0
2018-06-25,7227.0
2018-06-26,6542.01
2018-06-27,5264.0
2018-06-28,7057.0
2018-06-29,9990.0
2018-06-30,10060.0
2018-07-01,9388.0
2018-07-02,6232.0
2018-07-03,8818.0
2018-07-04,6428.0
2018-07-05,9793.0
2018-07-06,8316.0
2018-07-07,8994.01
2018-07-08,6978.0
2018-07-09,7315.02
2018-07-10,7066.0
2018-07-11,7732.01
2018-07-12,11364.0
2018-07-13,9542.0
2018-07-14,12462.0
2018-07-15,10854.0
2018-07-16,8930.0
2018-07-17,10050.0
2018-07-18,8054.01
2018-07-19,7759.01
2018-07-20,8417.0
2018-07-21,11366.0
2018-07-22,10242.0
2018-07-23,7834.0
2018-07-24,8154.01
2018-07-25,7888.02
2018-07-26,8481.01
2018-07-27,8511.03
2018-07-28,7115.01
2018-07-29,9865.02
2018-07-30,8062.0
2018-07-31,10718.0
2018-08-01,8745.0
2018-08-02,8738.01
2018-08-03,11053.0
2018-08-04,10817.0
2018-08-05,13696.0
2018-08-06,8481.0
2018-08-07,9019.01
2018-08-08,8501.0
2018-08-09,8822.09
2018-08-10,9097.0
2018-08-11,9439.0
2018-08-12,9937.0
2018-08-13,7677.0
2018-08-14,8811.03
2018-08-15,9660.0
2018-08-16,9871.0
2018-08-17,18619.02
2018-08-18,12516.01
2018-08-19,10617.0
2018-08-20,9138.0
2018-08-21,8866.0
2018-08-22,9795.0
2018-08-23,8301.0
2018-08-24,10419.0
2018-08-25,8108.02
2018-08-26,9525.0
2018-08-27,10098.0
2018-08-28,7854.0
2018-08-29,11162.0
2018-08-30,8877.0
2018-08-31,10152.0
2018-09-01,11323.0
2018-09-02,8937.0
2018-09-03,7117.0
2018-09-04,8148.0
2018-09-05,7691.0
2018-09-06,7051.0
2018-09-07,7444.01
2018-09-08,11828.0
2018-09-09,10895.0
2018-09-10,7714.0
2018-09-11,7663.0
2018-09-12,7277.01
2018-09-13,8960.0
2018-09-14,11509.01
2018-09-15,15580.0
2018-09-16,11261.0
2018-09-17,9484.0
2018-09-18,9130.0
2018-09-19,10286.0
2018-09-20,10106.0
2018-09-21,12158.0
2018-09-22,12070.01
2018-09-23,16699.0
2018-09-24,11610.0
2018-09-25,8815.0
2018-09-26,7592.0
2018-09-27,10131.0
2018-09-28,12757.0
2018-09-29,12283.0
2018-09-30,15936.0
2018-10-01,15886.0
2018-10-02,13055.0
2018-10-03,16221.0
2018-10-04,15559.01
2018-10-05,15258.02
2018-10-06,17644.0
2018-10-07,11772.0
2018-10-08,7907.0
2018-10-09,9891.0
2018-10-10,9478.0
2018-10-11,8733.0
2018-10-12,11427.0
2018-10-13,15459.0
2018-10-14,11770.0
2018-10-15,11598.0
2018-10-16,11028.0
2018-10-17,11793.0
2018-10-18,11928.0
2018-10-19,13813.0
2018-10-20,18204.0
2018-10-21,17299.0
2018-10-22,14233.0
2018-10-23,10637.0
2018-10-24,10386.0
2018-10-25,10092.0
2018-10-26,18457.0
2018-10-27,19207.0
2018-10-28,15300.0
2018-10-29,9663.0
2018-10-30,11059.0
2018-10-31,16352.0
2018-11-01,13076.0
2018-11-02,17196.0
2018-11-03,20430.0
2018-11-04,14316.0
2018-11-05,10136.0
2018-11-06,12792.0
2018-11-07,10628.0
2018-11-08,9367.0
2018-11-09,15723.0
2018-11-10,19167.0
2018-11-11,17178.0
2018-11-12,11017.0
2018-11-13,10885.0
2018-11-14,11552.0
2018-11-15,12284.0
2018-11-16,19244.02
2018-11-17,19960.0
2018-11-18,15052.0
2018-11-19,11560.0
2018-11-20,10997.0
2018-11-21,13783.01
2018-11-22,10678.0
2018-11-23,17279.06
2018-11-24,19480.02
2018-11-25,13794.0
2018-11-26,11118.05
2018-11-27,14068.0
2018-11-28,10710.01
2018-11-29,14475.0
2018-11-30,21522.04
